is_canceled,lead_time,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,babies,meal,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,stays_in_nights,prt
0,113,7,28,8,2,4,2,0,1,Direct,Direct,0,0,0,4,4,1,0,Transient,77.96,1,1,6,1
1,280,7,28,8,2,5,2,0,2,Offline TA/TO,TA/TO,0,0,0,3,3,0,0,Contract,112.0,0,1,7,1
0,96,7,28,8,2,5,2,0,1,Online TA,TA/TO,0,0,0,4,5,0,0,Transient,107.0,0,1,7,0
0,394,7,28,8,2,5,2,0,2,Offline TA/TO,TA/TO,0,0,0,3,3,0,0,Contract,89.68,0,0,7,0
0,33,7,28,8,2,5,2,0,2,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,155.0,0,0,7,1
0,82,7,28,8,2,6,3,0,1,Direct,Direct,0,0,0,0,0,0,0,Transient,112.0,0,1,8,0
0,100,7,28,8,2,7,3,0,1,Online TA,TA/TO,0,0,0,4,4,1,0,Transient-Party,130.1,0,3,9,0
0,100,7,28,8,2,7,2,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient-Party,100.1,0,2,9,0
0,17,7,28,9,0,1,2,0,1,Online TA,TA/TO,0,0,0,2,2,0,0,Transient,123.0,0,3,1,1
0,68,7,28,9,0,2,3,0,1,Direct,Direct,0,0,0,0,2,0,0,Transient,124.0,1,1,2,0
0,12,7,28,9,0,2,2,0,1,Direct,Direct,0,0,0,7,6,2,0,Transient,146.0,1,0,2,1
1,77,7,28,9,0,3,2,0,1,Direct,Direct,0,0,0,3,3,0,0,Transient,97.0,0,0,3,1
1,24,7,28,9,0,3,2,0,1,Online TA,TA/TO,0,0,0,2,2,0,0,Transient,123.0,0,1,3,1
1,44,7,28,9,0,3,2,0,1,Online TA,TA/TO,0,0,0,6,6,0,0,Transient,153.0,0,0,3,1
0,78,7,28,9,0,3,2,1,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,82.0,0,2,3,1
1,17,7,28,9,1,3,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,105.08,0,0,4,1
1,103,7,28,9,1,3,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,65.42,0,0,4,1
0,16,7,28,9,1,3,1,0,1,Direct,Direct,0,0,0,0,0,0,0,Transient,98.0,0,1,4,0
0,14,7,28,9,2,3,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,75.46,1,1,5,0
0,77,7,28,9,2,3,2,0,1,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient,65.5,0,0,5,0
0,90,7,28,9,2,5,2,0,1,Offline TA/TO,TA/TO,0,0,0,0,3,0,0,Transient,90.95,0,0,7,0
0,90,7,28,9,2,5,2,0,1,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Contract,93.6,0,0,7,0
0,90,7,28,9,2,5,2,0,1,Offline TA/TO,TA/TO,0,0,0,4,4,0,0,Contract,119.25,0,0,7,0
0,366,7,28,9,2,5,2,0,2,Offline TA/TO,TA/TO,0,0,0,4,4,0,0,Contract,134.73,0,0,7,0
0,249,7,28,9,2,5,2,0,2,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,112.0,0,1,7,1
1,69,7,28,9,2,6,2,0,2,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,118.13,0,2,8,1
0,10,7,28,10,0,1,2,0,1,Direct,Direct,0,0,0,0,0,0,0,Transient,131.0,0,0,1,0
0,22,7,28,10,0,2,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,88.2,0,0,2,1
0,91,7,28,10,0,2,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,73.8,0,1,2,1
0,23,7,28,10,0,2,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,98.0,0,0,2,1
0,11,7,28,10,0,2,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,110.5,0,1,2,1
0,3,7,28,10,0,2,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,131.0,0,1,2,1
0,13,7,28,10,0,2,2,0,2,Online TA,TA/TO,0,0,0,6,6,2,0,Transient,185.0,1,1,2,1
0,108,7,28,10,0,2,2,0,1,Online TA,TA/TO,0,0,0,3,3,1,0,Transient,87.3,0,2,2,1
0,91,7,28,10,0,2,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,73.8,0,1,2,1
0,37,7,28,10,1,2,2,0,1,Online TA,TA/TO,0,0,0,2,2,0,0,Transient,120.0,0,1,3,0
0,21,7,28,10,1,2,2,0,1,Direct,Direct,0,0,0,0,2,0,0,Transient,98.0,0,1,3,0
0,106,7,28,10,1,2,2,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,96.3,0,2,3,0
0,30,7,28,10,2,2,2,0,3,Direct,Direct,0,0,0,5,5,0,0,Transient-Party,197.0,0,1,4,1
0,30,7,28,10,2,2,2,0,3,Direct,Direct,0,0,0,5,5,0,0,Transient-Party,197.0,0,1,4,1
1,51,7,28,10,2,3,2,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,123.0,0,0,5,1
0,79,7,28,10,2,3,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,82.0,0,2,5,0
0,21,7,28,10,2,3,2,2,2,Direct,Direct,0,0,0,2,2,1,0,Transient,165.0,1,3,5,1
0,35,7,28,10,2,3,2,0,1,Online TA,TA/TO,0,0,0,6,6,0,0,Transient,149.4,0,0,5,0
0,78,7,28,10,2,5,2,0,2,Online TA,TA/TO,0,0,0,0,0,1,0,Transient,106.84,1,2,7,1
0,31,7,28,10,2,5,2,0,2,Direct,Direct,0,0,0,3,3,1,0,Transient,161.0,1,1,7,1
0,78,7,28,10,2,5,2,0,2,Online TA,TA/TO,0,0,0,3,3,1,0,Transient,134.43,0,2,7,1
0,78,7,28,10,2,5,2,0,2,Online TA,TA/TO,0,0,0,4,4,1,0,Transient,144.43,1,2,7,1
0,44,7,28,10,2,5,1,0,2,Offline TA/TO,TA/TO,0,0,0,4,4,2,0,Transient,152.0,0,0,7,0
0,34,7,28,10,2,5,2,0,2,Online TA,TA/TO,0,0,0,5,5,0,0,Transient,125.54,0,3,7,0
0,87,7,28,10,2,5,2,1,3,Offline TA/TO,TA/TO,0,0,0,2,2,0,0,Transient,133.83,0,2,7,1
0,11,7,28,10,2,6,3,0,1,Direct,Direct,0,0,0,2,2,0,0,Transient,159.75,1,0,8,1
0,115,7,28,10,2,7,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,120.6,0,2,9,0
0,86,7,28,10,3,7,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,112.2,0,0,10,1
0,41,7,28,10,4,7,2,1,1,Online TA,TA/TO,0,0,0,5,5,0,0,Transient,110.6,0,0,11,0
0,32,7,28,10,4,9,2,0,1,Online TA,TA/TO,0,0,0,2,2,0,0,Transient,105.9,0,0,13,0
0,34,7,28,10,2,5,2,0,2,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,95.27,0,3,7,0
0,34,7,28,10,2,5,2,0,2,Online TA,TA/TO,0,0,0,5,5,0,0,Transient,108.83,0,1,7,0
1,100,7,28,11,2,3,2,0,2,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient,153.96,0,0,5,1
0,44,7,28,11,2,3,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,120.6,0,0,5,0
0,304,7,28,11,2,4,2,1,1,Direct,TA/TO,0,0,0,0,0,1,0,Transient,90.67,0,1,6,1
1,36,7,28,11,2,4,2,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,126.67,0,0,6,1
0,117,7,28,11,2,4,3,0,2,Offline TA/TO,TA/TO,0,0,0,3,3,0,0,Transient,144.4,0,1,6,1
0,70,7,28,11,2,4,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,99.5,1,2,6,0
0,110,7,28,11,2,5,2,0,1,Direct,Direct,0,0,0,4,4,0,0,Transient,139.4,0,1,7,1
1,109,7,28,11,2,5,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,73.8,0,1,7,1
0,33,7,28,11,2,2,2,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,89.97,0,1,4,0
0,33,7,28,11,2,2,2,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,123.0,0,0,4,1
0,33,7,28,11,2,2,2,0,1,Online TA,TA/TO,0,0,0,4,4,1,0,Transient,123.0,0,0,4,0
0,0,7,28,11,0,1,1,0,1,Direct,Direct,0,0,0,0,0,0,0,Transient,123.0,0,0,1,0
0,0,7,28,11,0,1,2,0,2,Online TA,TA/TO,0,0,0,0,0,1,0,Transient,144.9,0,1,1,0
0,0,7,28,11,0,1,2,0,1,Direct,Direct,0,0,0,6,6,0,0,Transient,153.0,0,0,1,0
0,0,7,28,11,0,1,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,131.0,0,1,1,0
0,84,7,28,11,1,1,2,0,2,Corporate,Corporate,0,0,0,0,0,0,0,Transient,100.0,1,0,2,1
0,71,7,28,11,1,1,2,0,1,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient,65.5,0,0,2,0
0,16,7,28,11,1,1,2,0,1,Online TA,TA/TO,0,0,0,2,2,0,0,Transient,123.0,0,1,2,0
0,54,7,28,11,2,1,2,0,1,Online TA,TA/TO,0,0,0,4,5,0,0,Transient,123.0,0,0,3,1
0,8,7,28,11,2,1,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,131.0,0,0,3,0
0,36,7,28,11,2,5,2,0,1,Offline TA/TO,TA/TO,0,0,0,3,3,0,0,Transient,104.68,1,0,7,1
0,40,7,28,11,2,5,2,0,2,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,166.0,0,0,7,1
1,59,7,28,11,2,6,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,111.25,0,2,8,1
0,79,7,28,11,2,6,2,0,2,Direct,Direct,0,0,0,6,6,1,0,Transient,213.75,0,0,8,1
0,32,7,28,11,4,6,2,0,2,Online TA,TA/TO,0,0,0,4,4,1,0,Transient,178.0,1,0,10,1
0,110,7,28,11,2,5,2,0,1,Direct,Direct,0,0,0,0,0,0,0,Transient,113.9,0,1,7,1
0,33,7,28,11,2,5,2,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,129.29,1,0,7,1
0,53,7,29,12,1,0,2,0,1,Online TA,TA/TO,0,0,0,6,6,0,0,Transient,153.0,1,0,1,0
0,2,7,29,12,1,0,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,98.0,1,2,1,1
0,8,7,29,12,2,4,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,169.0,1,2,6,1
1,72,7,29,12,2,4,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,93.0,0,2,6,1
0,12,7,29,12,2,5,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,132.29,0,0,7,0
0,48,7,29,12,2,5,2,0,1,Offline TA/TO,TA/TO,0,0,0,3,3,0,0,Transient,123.0,0,1,7,0
0,90,7,29,12,2,5,2,0,3,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient-Party,117.22,0,1,7,1
0,34,7,29,12,2,5,2,1,2,Offline TA/TO,TA/TO,0,0,0,3,3,1,0,Transient,149.0,0,1,7,0
1,58,7,29,12,2,5,3,0,1,Direct,Direct,0,0,0,2,2,0,0,Transient,164.57,0,1,7,1
0,59,7,29,12,2,5,2,0,1,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Contract,107.0,0,0,7,0
0,90,7,29,12,2,5,2,1,3,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient-Party,117.22,1,2,7,1
0,116,7,29,12,2,5,2,0,1,Offline TA/TO,TA/TO,0,0,0,4,4,0,0,Contract,119.25,0,0,7,1
0,31,7,29,12,2,5,2,0,1,Offline TA/TO,TA/TO,0,0,0,3,3,0,0,Transient,123.0,0,0,7,0
1,51,7,29,12,2,5,2,0,2,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,105.71,0,0,7,1
0,48,7,29,12,2,5,2,0,1,Offline TA/TO,TA/TO,0,0,0,3,3,0,0,Transient,123.0,0,1,7,0
0,59,7,29,12,2,5,2,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,144.43,1,2,7,0
1,97,7,29,12,3,5,2,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,126.0,0,1,8,1
0,12,7,29,12,4,5,2,0,2,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,148.3,1,2,9,0
0,64,7,29,12,4,5,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,125.22,0,1,9,1
0,31,7,29,12,4,7,2,0,1,Offline TA/TO,TA/TO,0,0,0,3,3,0,0,Transient,123.0,0,0,11,0
0,59,7,29,12,4,7,2,0,2,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Contract,130.0,1,1,11,0
1,55,7,29,12,4,10,2,0,1,Offline TA/TO,TA/TO,0,0,0,3,3,2,0,Contract,133.16,0,1,14,1
0,81,7,29,12,2,5,2,0,1,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient,78.84,0,0,7,0
0,1,7,29,12,1,0,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,80.1,0,0,1,1
0,34,7,29,12,2,0,2,0,1,Online TA,TA/TO,0,0,0,6,6,0,0,Transient,193.0,0,1,2,0
0,13,7,29,12,2,0,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,88.2,0,0,2,0
0,40,7,29,12,2,0,2,0,1,Online TA,TA/TO,0,0,0,5,4,0,0,Transient,90.71,0,0,2,0
0,1,7,29,12,2,0,2,0,1,Online TA,TA/TO,0,0,0,0,1,0,0,Transient,114.5,0,1,2,0
0,34,7,29,12,2,0,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,120.2,0,1,2,0
0,88,7,29,12,2,1,2,0,1,Offline TA/TO,TA/TO,0,0,0,3,3,1,0,Contract,79.5,0,0,3,0
0,9,7,29,12,2,1,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,117.9,0,3,3,0
1,24,7,29,12,2,1,2,0,2,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,128.0,0,0,3,1
0,97,7,29,12,2,2,2,0,1,Offline TA/TO,TA/TO,0,0,0,0,3,0,0,Transient,90.95,0,0,4,0
0,60,7,29,12,2,2,2,1,1,Online TA,TA/TO,0,0,0,4,4,2,0,Transient,107.0,0,2,4,0
0,100,7,29,12,2,2,2,0,1,Direct,Direct,0,0,0,6,6,0,0,Transient,130.05,1,1,4,0
0,50,7,29,12,2,3,2,0,1,Offline TA/TO,TA/TO,0,0,0,3,3,0,0,Contract,123.0,0,0,5,0
1,47,7,29,12,2,3,2,0,1,Online TA,TA/TO,0,0,0,5,5,0,0,Transient,103.8,0,0,5,1
0,8,7,29,12,2,3,2,0,1,Online TA,TA/TO,0,0,0,7,7,0,0,Transient,196.0,0,1,5,0
0,34,7,29,12,2,3,2,0,2,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,149.4,1,0,5,0
0,47,7,29,13,2,5,2,0,1,Online TA,TA/TO,0,0,0,6,6,0,0,Transient,175.71,0,0,7,0
0,115,7,29,13,2,5,2,1,2,Offline TA/TO,TA/TO,0,0,0,0,0,1,0,Transient-Party,119.7,0,2,7,1
1,79,7,29,13,2,5,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,100.86,0,1,7,1
0,91,7,29,13,2,5,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,100.86,0,0,7,0
0,98,7,29,13,1,1,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient-Party,82.0,0,3,2,0
0,109,7,29,13,1,1,2,0,1,Online TA,TA/TO,0,0,0,0,2,0,0,Transient,73.8,0,1,2,0
0,0,7,29,13,1,1,2,0,1,Online TA,TA/TO,0,0,0,0,2,0,0,Transient,117.9,1,0,2,0
0,98,7,29,13,1,1,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient-Party,82.0,0,3,2,0
0,0,7,29,13,1,1,4,0,1,Direct,Direct,0,0,0,8,7,0,0,Transient,150.0,0,0,2,1
0,9,7,29,13,1,1,2,0,2,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,161.0,1,2,2,0
0,62,7,29,13,1,1,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,64.0,0,2,2,0
1,45,7,29,13,1,1,2,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,123.0,0,0,2,1
0,42,7,29,13,1,2,2,0,1,Online TA,TA/TO,0,0,0,3,4,0,0,Transient,110.0,1,0,3,0
0,54,7,29,13,1,2,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,88.2,1,1,3,1
0,51,7,29,13,1,2,2,0,2,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,130.0,1,0,3,0
0,54,7,29,13,1,2,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,88.2,0,1,3,1
0,58,7,29,13,1,2,2,0,2,Direct,Direct,0,0,0,4,5,2,0,Transient,165.0,1,1,3,0
0,0,7,29,13,1,3,1,0,1,Corporate,Corporate,0,0,0,0,0,0,0,Transient,114.0,0,0,4,1
1,60,7,29,13,1,4,2,0,1,Offline TA/TO,TA/TO,0,0,0,3,3,0,0,Transient,79.5,0,0,5,1
1,321,7,29,13,1,4,2,0,2,Direct,TA/TO,0,0,0,0,0,0,0,Transient,132.8,0,1,5,1
0,40,7,29,13,1,4,2,0,1,Direct,Direct,0,0,0,3,3,0,0,Transient,120.0,0,2,5,0
1,51,7,29,13,1,4,2,0,1,Offline TA/TO,TA/TO,0,0,0,3,3,0,0,Contract,79.5,0,0,5,1
0,38,7,29,13,1,4,2,0,1,Direct,Direct,0,0,0,3,4,0,0,Transient,120.0,0,0,5,1
1,75,7,29,13,1,4,2,0,2,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,144.2,0,1,5,1
0,101,7,29,13,1,4,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,107.2,0,0,5,1
1,42,7,29,13,1,4,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,120.0,0,0,5,1
0,40,7,29,13,1,4,2,0,1,Direct,Direct,0,0,0,3,3,0,0,Transient,120.0,0,2,5,0
0,109,7,29,13,1,4,3,0,2,Direct,Direct,0,0,0,4,4,0,0,Transient,163.8,0,1,5,1
1,81,7,29,13,1,5,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,98.5,0,2,6,1
1,98,7,29,13,1,5,2,0,2,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,130.5,0,0,6,1
0,32,7,29,13,1,5,1,0,2,Offline TA/TO,TA/TO,0,0,0,3,2,2,0,Transient,153.0,0,0,6,1
0,72,7,29,13,1,5,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,98.5,0,2,6,0
0,115,7,29,13,2,5,2,0,2,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient-Party,119.7,0,2,7,1
0,118,7,29,13,2,5,2,0,3,Direct,Direct,0,0,0,3,3,0,0,Transient,184.6,0,1,7,1
0,81,7,29,13,2,5,2,0,2,Direct,Direct,0,0,0,4,4,0,0,Transient,181.22,0,2,7,0
1,95,7,29,13,2,5,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,100.86,0,1,7,1
0,16,7,29,13,1,0,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,100.2,1,3,1,0
0,56,7,29,13,1,3,2,0,2,Online TA,TA/TO,0,0,0,0,0,1,0,Transient,134.25,1,0,4,0
0,88,7,29,13,3,5,2,0,1,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Contract,96.3,0,0,8,0
0,41,7,29,13,3,6,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,83.09,0,2,9,0
1,40,7,29,14,0,1,2,0,1,Offline TA/TO,TA/TO,0,0,0,3,3,0,0,Transient,105.5,0,0,1,1
0,1,7,29,14,0,1,1,0,1,Corporate,Corporate,0,0,0,0,0,0,0,Transient,134.0,0,0,1,1
0,1,7,29,14,0,1,2,0,1,Online TA,TA/TO,0,0,0,0,0,2,0,Transient,8.0,0,1,1,1
0,1,7,29,14,0,2,2,0,1,Online TA,TA/TO,0,0,0,3,3,1,0,Transient,146.0,1,1,2,1
1,76,7,29,14,0,4,2,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,126.0,0,2,4,1
0,0,7,29,14,0,4,2,0,1,Online TA,TA/TO,0,0,0,0,2,0,0,Transient,111.15,0,1,4,0
0,49,7,29,14,0,5,2,0,1,Online TA,TA/TO,0,0,0,4,5,1,0,Transient,136.2,0,2,5,0
0,76,7,29,14,0,5,2,0,1,Direct,Direct,0,0,0,0,0,0,0,Transient,101.8,0,0,5,1
0,73,7,29,14,1,5,2,0,2,Direct,Direct,0,0,0,0,0,0,0,Transient-Party,127.0,0,1,6,1
0,73,7,29,14,1,5,2,0,2,Direct,Direct,0,0,0,4,4,0,0,Transient-Party,161.5,0,2,6,1
0,317,7,29,14,1,5,2,0,2,Direct,TA/TO,0,0,0,7,6,1,0,Transient,230.67,1,2,6,1
1,112,7,29,14,2,5,1,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,65.7,0,1,7,1
0,6,7,29,14,2,5,2,0,2,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,180.0,1,2,7,0
0,8,7,29,14,2,5,2,0,2,Online TA,TA/TO,0,0,0,0,0,1,0,Transient,168.57,0,1,7,0
1,96,7,29,14,2,7,2,0,1,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient,107.67,0,1,9,1
1,96,7,29,14,2,7,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,96.9,0,1,9,1
0,99,7,29,14,2,7,2,0,1,Direct,Direct,0,0,0,0,0,0,0,Transient,107.0,0,1,9,0
0,66,7,29,14,2,9,2,0,1,Online TA,TA/TO,0,0,0,0,1,0,0,Transient,73.41,0,0,11,0
0,38,7,29,14,4,10,2,0,2,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,109.9,0,2,14,0
0,38,7,29,14,4,10,2,0,2,Online TA,TA/TO,0,0,0,3,3,1,0,Transient,109.9,0,2,14,0
0,113,7,29,14,4,11,3,0,1,Direct,Direct,0,0,0,7,7,1,0,Transient,187.5,1,3,15,1
0,0,7,29,14,0,1,1,0,1,Corporate,Corporate,0,0,0,0,2,0,0,Transient,134.0,0,0,1,1
1,62,7,29,15,0,3,2,0,2,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient,91.5,0,0,3,1
1,39,7,29,15,0,3,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,132.44,0,0,3,1
0,37,7,29,15,2,4,2,0,2,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,106.9,0,0,6,0
1,58,7,29,15,2,5,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,131.86,0,0,7,1
0,37,7,29,15,2,6,2,0,1,Online TA,TA/TO,0,0,0,7,7,0,0,Transient,216.13,1,0,8,0
0,57,7,29,15,0,2,2,0,3,Groups,Direct,0,0,0,0,2,0,0,Transient-Party,107.0,0,0,2,1
0,57,7,29,15,0,2,2,0,3,Groups,Direct,0,0,0,0,0,0,0,Transient-Party,107.0,0,0,2,1
0,57,7,29,15,0,2,2,0,3,Groups,Direct,0,0,0,0,0,0,0,Transient-Party,107.0,0,0,2,1
0,57,7,29,15,0,2,2,0,3,Groups,Direct,0,0,0,0,2,0,0,Transient-Party,107.0,0,0,2,1
0,57,7,29,15,0,2,2,0,3,Groups,Direct,0,0,0,0,3,0,0,Transient,107.0,0,0,2,1
0,83,7,29,15,2,7,2,0,1,Online TA,TA/TO,0,0,0,6,6,0,0,Transient,190.33,0,1,9,0
0,57,7,29,15,0,2,2,0,3,Groups,Direct,0,0,0,0,0,0,0,Transient,107.0,0,0,2,1
0,57,7,29,15,0,2,1,0,3,Groups,Direct,0,0,0,0,5,1,0,Transient-Party,94.0,0,0,2,1
1,57,7,29,15,0,2,2,0,3,Groups,Direct,0,0,0,0,0,0,0,Transient-Party,0.0,0,0,2,1
0,57,7,29,15,0,2,2,0,3,Groups,Direct,0,0,0,0,2,0,0,Transient-Party,98.75,0,0,2,1
0,57,7,29,15,0,2,3,0,3,Groups,Direct,0,0,0,0,2,1,0,Transient-Party,148.23,0,0,2,1
0,57,7,29,15,0,2,1,0,3,Groups,Direct,0,0,0,0,4,1,0,Transient-Party,94.0,0,0,2,1
0,57,7,29,15,0,2,2,0,3,Groups,Direct,0,0,0,0,3,0,0,Transient,107.0,0,0,2,1
0,57,7,29,15,0,2,2,0,3,Groups,Direct,0,0,0,0,3,0,0,Transient,107.0,0,0,2,1
0,57,7,29,15,0,2,3,0,3,Groups,Direct,0,0,0,0,2,1,0,Transient-Party,148.23,0,0,2,1
0,57,7,29,15,0,2,1,0,3,Groups,Direct,0,0,0,0,0,1,0,Transient-Party,0.0,0,0,2,1
0,57,7,29,15,0,2,2,0,3,Groups,Direct,0,0,0,0,0,0,0,Transient-Party,107.0,0,0,2,1
0,57,7,29,15,0,2,2,0,3,Groups,Direct,0,0,0,0,0,0,0,Transient,107.0,0,0,2,1
0,57,7,29,15,0,2,2,0,3,Groups,Direct,0,0,0,0,0,0,0,Transient,107.0,0,0,2,1
0,57,7,29,15,0,2,2,0,3,Groups,Direct,0,0,0,0,0,0,0,Transient-Party,107.0,0,0,2,1
0,57,7,29,15,0,2,2,0,3,Groups,Direct,0,0,0,0,2,0,0,Transient-Party,98.75,0,0,2,1
1,66,7,29,16,0,2,2,0,1,Online TA,TA/TO,0,0,0,6,6,0,0,Transient,195.0,0,1,2,1
0,13,7,29,16,0,2,2,0,1,Online TA,TA/TO,0,0,0,0,3,0,0,Transient,120.6,0,1,2,0
0,50,7,29,16,0,1,2,0,1,Online TA,TA/TO,0,0,0,5,5,0,0,Transient,123.2,0,0,1,0
1,48,7,29,16,0,1,1,0,1,Direct,Direct,0,0,0,0,0,0,0,Transient,112.0,0,0,1,1
1,0,7,29,16,0,1,2,0,1,Online TA,TA/TO,0,0,0,5,5,0,0,Transient,123.2,0,0,1,1
0,7,7,29,16,0,1,2,0,1,Online TA,TA/TO,0,0,0,2,2,1,0,Transient,169.0,1,1,1,0
0,0,7,29,16,0,2,2,0,1,Direct,Direct,0,0,0,7,6,1,0,Transient,198.0,1,0,2,1
1,66,7,29,16,0,2,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,103.5,0,1,2,1
0,13,7,29,16,0,2,2,0,1,Online TA,TA/TO,0,0,0,0,3,0,0,Transient,135.6,0,1,2,1
0,66,7,29,16,0,2,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,103.5,0,1,2,0
0,10,7,29,16,0,3,2,0,1,Direct,Direct,0,0,0,3,3,0,0,Transient,184.0,1,0,3,0
1,10,7,29,16,0,3,2,0,1,Direct,Direct,0,0,0,0,0,0,0,Transient,134.0,0,0,3,1
1,58,7,29,16,0,3,2,0,2,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,147.0,0,0,3,1
